Title,Authors,URL,DOI,Published Date,Summary
Electromyography Pattern-Recognition-Based Control of Powered Multifunctional Upper-Limb Prostheses,Guanglin Li,https://www.intechopen.com/citation-pdf-url/18212,,2011,"The human history has been accompanied by accidental trauma, war, and congenital anomalies. Consequently, amputation and deformity have been dealt with, one way or another, throughout the ages. More than one million individuals in the United States today are living with limb amputations (Adams et al., 1999), in which there are approximately 100,000 patients with an upper limb amputation. The wars in Iraq and Afghanistan have added to this number. According to the survey results of the Second China National Sample Survey on Disables (SCNSSD 2006) led by the National Statistics Bureau in 2006, approximately 8% of physical disables, or 2.26 million people, live with limb amputations in China alone. Natural disasters and accidents have been making this number increase. The massive earthquakes that occurred in May 2008, Sichuan Province, China, recently increased about 20 thousand of new limb amputees. Expectations for control of upper limb prostheses have always been high because of the standard established by able-bodied dexterity. Most commercially available upper limb prostheses are either body-powered or electrical motor powered. The body-powered prostheses are operated by certain movements of the amputees’ body through a system of cables, harnesses, and sometimes, manual control. In order to operate a body-powered prosthesis, the upper limb amputees have to possess significant strength and control over various body parts, including the shoulders, chest, and residual limb which must have sufficient residual limb length, musculature, and range of motion. Exaggerated movements of the body are captured by harness systems and are transferred through cables to operate the hand, wrist, or elbow movements of a prosthesis. With some advantages such as low cost, high reliability, and some kinesthetic feedback provided by the harness system, body-powered prostheses are still widely accepted by the upper limb amputees worldwide, especially in some developing countries. However, with this inappropriate control approach, body-powered upper limb prostheses are limited in utility, frustratingly slow to operate, awkward to maintain, and can operate only one joint at a time. Myoelectric signals detected with electrodes placed on the skin surface overlying the muscles, well-known as electromyography (EMG), have been used in control of motorized upper-limb prostheses for several decades (Kay & Newman, 1975; Parker & Scott, 1986). The"
Bionic Human: A Review of Interface Modalities for Externally Powered Prosthetic Limbs,Nipun Mundkur,https://msurjonline.mcgill.ca/article/download/53/134,,2019,"Background: The loss of a limb is a debilitating incident and can leave patients significantly disabled and often unable to perform activities of daily living. Prosthetic limbs can provide some modicum of normalcy back to their lives, and there has been much research over the past few decades into restoration of biomedical and physiological function with the use of externally powered and robotic prostheses. This review aims to explore the various approaches to machine-body interfacing that can be employed to achieve intuitive and meaningful control of these complex devices, and to discuss the individual benefits and drawbacks of each method.
Methods: Studies looked at include both primary and secondary sources of research. Identification was via a PubMed search for the terms “prosthetic limb”, “powered prostheses”, “myoelectric prostheses”, “neural interface”, “prosthetic somatosensory feedback”, and “brain-machine interface”, which resulted in a total of 3892 papers retrieved. Of these, 28 were retained as sources for this review. Selection was based on relevance to control of powered prostheses.
Summary: Significant strides have been made in expanding the choice of interface sites for bionic prosthesis control. Muscles, nerves, and the brain are all options, each with varying degrees of invasiveness and corresponding resolution of information obtained, and non-muscle interfacing prostheses may soon be commercially available. These advances have allowed for increasingly precise control of prosthetic limbs. However, this is limited by the challenge of returning sensory information from the prosthesis back to the user."
Prosthetic rehabilitation of the upper limb amputee,Bernard O'Keeffe,https://europepmc.org/articles/pmc3193637,,2011,"The loss of all or part of the arm is a catastrophic event for a patient and a significant challenge to rehabilitation professionals and prosthetic engineers. The large, upper extremity amputee population in India has, historically, been poorly served, with most having no access to support or being provided with ineffective prostheses. In recent years, the arrival of organisations like Otto Bock has made high quality service standards and devices accessible to more amputees. This review attempts to provide surgeons and other medical professionals with an overview of the multidisciplinary, multistage rehabilitation process and the solution options available. With worldwide upper extremity prosthesis rejection rates at significant levels, the review also describes some of the factors which influence the outcome. This is particularly relevant in the Indian context where the service can involve high cost investments. It is the responsibility of all contributing professionals to guide vulnerable patients through the process and try to maximise the benefit that can be obtained within the resources available."
"Introductory Chapter: Past, Present, and Future of Prostheses and Rehabilitation","Shanthini Madhanagopal, Martin K. Burns, Dingyi Pei, Rohan Mukundhan, Helen Meyerson, R. Vinjamuri",https://api.intechopen.com/chapter/pdf-download/69806.pdf,,2020,"A prosthesis is defined as “...a device attached to the stump of an amputated body part due to traumatic or congenital conditions...” [1]. Prostheses have evolved over the past centuries, starting with a wooden toe to the highly mechanized robotic limbs of today. The evolution of prosthesis started in the Egyptian period during which wood was used as a replacement for a missing toe, coconut shell was used as a dental implant, and various other materials were used as an alternative to different body parts. There are various types of prostheses depending on the body part being replaced. These include upper and lower limb (LL) prostheses, neural prostheses (NP), retinal prostheses, maxillofacial prostheses, and various other types. Each prosthesis is designed and assembled based on the person’s physical appearance, functional needs, and affordability [2–7]. The history of lower limb prosthesis is outlined in Table 1. This is a summary of our findings from [8, 9]. Amputations are estimated to occur between 300 and 500 times per day, leading to an increased usage of prostheses [10]. With increased need there are various factors which impact prosthesis usage, including whether the amputation is unilateral or bilateral, the time duration between amputation and prosthetic fitting, type of prosthesis used, physical health factors such as phantom-limb pain, and the psychological impact of amputation such as perception of symptoms, self-efficiency, balance confidence, treatment cost, and time taken to adapt to the prosthesis. The quality of life post-rehabilitation does not solely depend on the abovementioned factors but also includes functional utility and satisfaction over time. Improvements in quality of life are possible with recent innovations in design tools, materials, and different types of manufacturing, aiding in customizing prosthesis according to patient needs [11]. Novel rehabilitation methods, different types of prostheses, their limitations, and recent advancements will be discussed in this chapter."
Upper Extremity Prosthesis — What Is New in It?,"S. Gafoor, M. Raj",https://www.semanticscholar.org/paper/c71c6bef92fb1154896d7a74391ab305e5bee869,,2016,"Over the past 40 years, technology has dramatically affected the field of upper limb prosthesis. With improvement in the electronics industry, along with advances in the miniaturisation and mass production of electronic components, myoelectrically controlled prosthesis has become reliable and widespread in their use. Compared to lower extremity amputees, the acceptance of prosthetic replacement is less in upper extremity amputees. This may be due to different factors like functional needs, cosmetic factors, motivation of the patient, inadequate training following conventional prosthetic fitment, etc. More and more developments are going on in upper limb extremity prosthesis which will fulfill the need of the upper limb amputees. Such developments ensure better rehabilitation though cost is a limiting factor. This article is an earnest attempt to review the recent trends in upper limb prosthetics."
Upper Limb Prostheses by the Level of Amputation: A Systematic Review,"Diego Segura, Enzo Romero, Victoria E. Abarca, Dante A. Elías",https://www.mdpi.com/2673-1592/6/2/22/pdf?version=1710818539,,2024,"This review article aims to provide an updated and comprehensive overview of the latest trends in adult upper limb prostheses, specifically targeting various amputation levels such as transradial, transmetacarpal, transcarpal, and transhumeral. A systematic search was conducted across multiple databases, including IEEE Xplore, MDPI, Scopus, Frontiers, and Espacenet, covering from 2018 to 2023. After applying exclusion criteria, 49 scientific articles (33 patents and 16 commercial prostheses) were meticulously selected for review. The article offers an in-depth analysis of several critical aspects of upper limb prostheses. It discusses the evolution and current state of input control mechanisms, the number of degrees of freedom, and the variety of grips available in prostheses, all tailored according to the level of amputation. Additionally, the review delves into the selection of materials used in developing these prostheses and examines the progression of technology readiness levels. A significant focus is also placed on the evolution of prosthesis weight over the years for different amputation levels. Moreover, the review identifies and explores critical technological challenges and prospects in upper limb prostheses. Finally, the article culminates with a conclusion that encapsulates the key findings and insights on the advancements and ongoing developments in this field."
Perspectives on the comparative benefits of body-powered and myoelectric upper limb prostheses,"S. Engdahl, Michael A. Gonzalez, Christina Lee, Deanna H. Gates",https://jneuroengrehab.biomedcentral.com/counter/pdf/10.1186/s12984-024-01436-4,,2024,"Patient access to body-powered and myoelectric upper limb prostheses in the United States is often restricted by a healthcare system that prioritizes prosthesis prescription based on cost and perceived value. Although this system operates on an underlying assumption that design differences between these prostheses leads to relative advantages and disadvantages of each device, there is limited empirical evidence to support this view. This commentary article will review a series of studies conducted by our research team with the goal of differentiating how prosthesis design might impact user performance on a variety of interrelated domains. Our central hypothesis is that the design and actuation method of body-powered and myoelectric prostheses might affect users’ ability to access sensory feedback and account for device properties when planning movements. Accordingly, other domains that depend on these abilities may also be affected. While our work demonstrated some differences in availability of sensory feedback based on prosthesis design, this did not result in consistent differences in prosthesis embodiment, movement accuracy, movement quality, and overall kinematic patterns. Collectively, our findings suggest that performance may not necessarily depend on prosthesis design, allowing users to be successful with either device type depending on the circumstances. Prescription practices should rely more on individual needs and preferences than cost or prosthesis design. However, we acknowledge that there remains a dearth of evidence to inform decision-making and that an expanded research focus in this area will be beneficial."
Myoelectric versus Body-Powered Upper-Limb Prostheses: A Clinical Perspective,J. Uellendahl,https://www.semanticscholar.org/paper/708eb1c2c79fbaa4fc2f8fb7076da9faa0048067,,2017,"ABSTRACT The major considerations in upper-limb prosthetic rehabilitation can be characterized as cosmesis, comfort, and control. Although these proceedings were focused largely on control, this single consideration must not occur at the exclusion of the other two. The indications, benefits, contraindications, and drawbacks associated with the major control variants of myoelectric, body-powered, and hybrid prostheses will be discussed from the perspective of the clinical prosthetist. Although centered on the care of the individual with unilateral transradial amputation, considerations in the management for more proximal amputations levels will be presented. In addition, those obstacles that may interfere with the procurement of the most appropriate control option are presented."
Prosthesis Options and Management in Upper Extremity Amputation,"Christopher Fink, Yoni Diamond",https://www.semanticscholar.org/paper/3532a770446eb6144ef25a6b0162d1f98b61e0ff,,2023,"Amputation surgery is a life-altering experience, profoundly impacting an individual's ability to perform daily tasks and engage in their chosen activities. Upper extremity prostheses have advanced remarkably, offering diverse solutions to restore functionality and enhance the quality of life for amputees. This article provides a comprehensive examination of the various types of upper extremity prostheses available today, highlighting their unique features, advantages, and limitations. This article categorizes upper extremity prostheses into three main types: body-powered prostheses, myoelectric prostheses, and advanced prosthetic technologies. Passive prostheses are generally designed to replicate the appearance of the missing limb. Body-powered prostheses rely on cables and harnesses for control, offering affordability and durability. Myoelectric prostheses employ electromyography (EMG) signals from residual muscles for intuitive and precise control. Advanced prosthetic technologies, including neural interfaces and 3D printing, are pushing the boundaries of what is possible in terms of functionality and customization. This article aims to serve as a valuable resource for upper extremity surgeons to help guide options and even optimize surgical plans to allow individuals to maximize the use of upper extremity prostheses."
Brain controlled robotic arms - advancements in prosthetic technology,"Sean Wong, C. Gui",https://www.semanticscholar.org/paper/bf1148e3d42f618d8d91b0d1daa95e4632a90b31,,2019,"A prosthesis is a medical tool used to replace a missing body part. They are designed to restore both functionality and form to the patient user. There has been a rich history in the field or prosthetics extending back centuries. However, recent advancements have led to the development of more sophisticated and innovative prosthetic technology, such as the brain controlled myoelectric prosthetic limb. While current prosthesis options such as the passive prosthetic and body-powered prosthetic have their respective limitations, the myoelectric prosthetic limb offers an unheralded level of functionality for patients. This article will seek to discuss current and ongoing advancements in the field of prosthetics, with specific regards to artificial limbs. There will be discussion of the history of prosthesis and current prosthesis options for patients, with assessment of their respective benefits and limitations."
Case-study of a user-driven prosthetic arm design: bionic hand versus customized body-powered technology in a highly demanding work environment,"W. Schweitzer, M. Thali, David Egger",https://jneuroengrehab.biomedcentral.com/track/pdf/10.1186/s12984-017-0340-0,,2018,"Prosthetic arm research predominantly focuses on “bionic” but not body-powered arms. However, any research orientation along user needs requires sufficiently precise workplace specifications and sufficiently hard testing. Forensic medicine is a demanding environment, also physically, also for non-disabled people, on several dimensions (e.g., distances, weights, size, temperature, time). As unilateral below elbow amputee user, the first author is in a unique position to provide direct comparison of a “bionic” myoelectric iLimb Revolution (Touch Bionics) and a customized body-powered arm which contains a number of new developments initiated or developed by the user: (1) quick lock steel wrist unit; (2) cable mount modification; (3) cast shape modeled shoulder anchor; (4) suspension with a soft double layer liner (Ohio Willowwood) and tube gauze (Molnlycke) combination. The iLimb is mounted on an epoxy socket; a lanyard fixed liner (Ohio Willowwood) contains magnetic electrodes (Liberating Technologies). An on the job usage of five years was supplemented with dedicated and focused intensive two-week use tests at work for both systems. The side-by-side comparison showed that the customized body-powered arm provides reliable, comfortable, effective, powerful as well as subtle service with minimal maintenance; most notably, grip reliability, grip force regulation, grip performance, center of balance, component wear down, sweat/temperature independence and skin state are good whereas the iLimb system exhibited a number of relevant serious constraints. Research and development of functional prostheses may want to focus on body-powered technology as it already performs on manually demanding and heavy jobs whereas eliminating myoelectric technology’s constraints seems out of reach. Relevant testing could be developed to help expediting this. This is relevant as Swiss disability insurance specifically supports prostheses that enable actual work integration. Myoelectric and cosmetic arm improvement may benefit from a less forgiving focus on perfecting anthropomorphic appearance."
A Literature Review of Children's Use of and Satisfaction with Upper Limb Prostheses,T. Sims,https://www.semanticscholar.org/paper/5a64edec5a78ce6360d96e0c9b291e85b48456f5,,2017,"Non-use rates of upper limb prostheses amongst children have, in some studies, been reported to be as high as 50%. This literature review aims to examine why nonuse of prostheses is so high amongst children through synthesising research that examines their use of, and satisfaction with, prosthetic devices. A search of the literature was conducted in July 2017 using the Allied and Complementary Medicine Database (AMED), the Cumulative Index of Nursing and Allied Health Literature (CINAHL), MedLine, PsychArticles and PsychInfo. Eight articles relevant to the current review were identified and citation searching provided a further two relevant studies. Studies relating to children’s use of prostheses highlighted that they find task-specific prosthetic devices more useful than general purpose prostheses, as they are able to select the appropriate device for the desired use. Studies related to children’s satisfaction with prostheses identified that they are dissatisfied with prostheses’ appearance, comfort, weight, heat, freedom of movement function, ease of control, reliability and cost. Introduction Limb difference in children can be the result of congenital factors or acquired amputation (Smith, 2006). A congenital limb deficiency is present at birth and can involve either the upper or lower limb or, in rare instances, multiple limbs (Smith, 2006). Acquired amputations can be the result of cancer, trauma or severe infections, such as meningococcal septicaemia (Smith, 2006). Congenital upper limb difference can range from the partial loss of a finger, to the complete loss of both arms (Broomfield, 2009). Broomfield (2009) suggests that approximately 60 children are born with congenital limb difference annually in the UK. There are however no published statistics on this. The upper limb accounts for between 3% to 15% of all amputations across adults and children (Jain and Robinson, 2008). However, this figure applies across all ages, giving us little indication of the actual percentage for children. The major reasons for amputation in the upper limb, again not accounting for age differences, are trauma (43%), congenital absence (18%), and cancer (14%) (Jain and Robinson 2008). In 2006-2007, 4957 new referrals were made to UK prosthetics service centres (Limbless Statistics, 2009). Of these, 163 were less than 16 years old. Of these 163, 87 were referred to prosthetics services due to congenital absence and 76 following traumatic limb loss. Upper limb difference accounted for approximately 4% of all referrals across adults and children (approximately 198). However, upper limb referrals were more common in younger people. Approximately 60% of all referrals with a congenital absence were aged less than 16 years of age. There is no information reported on Limbless Statistics (2009) regarding the numbers of under 18 year olds who are active patients of UK limb services, as the reported statistics only relate to new referrals. Although the percentage of new referrals relating to children with an upper limb difference is small (3%), these service users will require the support of limb services for a longer time frame than adult users (Limbless statistics 2009). The College of Occupational Therapists (COT) (2006) reports that the number of upper limb amputees and limb deficient children, when examining ‘active’ files at limb fitting centres, is approximately 20% of service users. Non-use rates of upper limb prostheses amongst children vary widely throughout the literature but they have, in some studies, been reported to be as high as 50% (ShidaTokeshi et al., 2005). This literature review aims to examine why non-use of prostheses is so high amongst children and young people through synthesising research that relates to their use of, and satisfaction with, devices. Methods A search of the literature was conducted in July 2017. The databases searched were the Allied and Complementary Medicine Database (AMED), the Cumulative Index of Nursing and Allied Health Literature (CINAHL), MedLine, PsychArticles and PsychInfo. The search terms used were prosthesis (and alternatives), upper limb (and alternatives) and child (and alternatives). A Boolean search was performed using search devices such as ‘wildcards’ when appropriate to the database. In addition to these searches, reference lists in relevant articles were hand searched for other relevant research and forward citation searching was performed using Web of Knowledge. Publication dates were restricted to 2000 onwards to ensure findings are relevant to current practice and to English language only to avoid mistakes being made in the translation of documents. Results Scrutiny of the articles obtained from the literature search resulted in the identification of eight articles relevant to the current review. Citation searching provided a further two relevant studies. Children’s use of prostheses Five relevant articles were found in relation to children’s use of prostheses. Two of the studies were conducted in America and three in Europe. One of the articles related to both children’s use of and satisfaction with prostheses (Vasluian et al., 2015). These articles are discussed in the following section. 1. Vasluian et al (2015) Carried out a questionnaire study of 218 children and adolescents (aged 2-20 years) with upper limb difference and their parents to examine children’s use of, and satisfaction with, prostheses and other assistive devices (such as adapted cutlery). They found that, whilst prostheses were used for self-care, mobility, communication, leisure and productive activities, they were only used by a minority of participants. Articles relevant for this literature review identified through literature search = 8 • Children’s use of prostheses = 3 • Children’s satisfaction with prostheses = 4 • Both = 1 Articles identified via citation searching = 2 Total number of articles = 10 Completing activities without the use of any equipment or with assistive devices other than prostheses was much more common. They suggested that children and adolescents may find assistive devices, and alternative methods for completing tasks, more useful than prostheses. 2. Egermann et al (2009) carried out a retrospective study, in Germany, of myoelectric prosthesis use with 41 children aged less than six years. A myoelectric prosthesis uses electromyographic signals from voluntarily contracted muscles within a person's residual limb to control the movements of the prosthesis (Egermann et al., 2009). Myoelectric prostheses combine aesthetics and functionality as they can have cosmeses, which have the appearance of a real hand, as well as providing functional movement for use in activities of daily living (Egermann et al., 2009). The families of prosthesis users completed a questionnaire exploring the child’s use of their prosthesis in everyday activities, such as playing indoors and outdoors and at Kindergarten. The authors considered prosthesis use of more than two hours a day as a ‘successful’ use of the prosthesis and found that 76% of the participants were using their prosthesis ‘successfully’. They found that the children preferred to use their prosthesis for indoor as opposed to outdoor play, which may be related to the feedback from the participants that the technical reliability of the prosthesis was unsatisfactory and that it was prone to breaking down. The authors concluded that the poor durability of the myoelectric prosthesis reduces its compatibility with certain child-centred occupations, such as outdoor play. They suggested, therefore, that children should be provided with a range of prosthetic options so that they can change their prosthesis throughout the course of a day in order to select the most appropriate device for the task or environment. 3. Buffart et al (2007) carried out a study, in the Netherlands, of 20 children (aged 4-12 years old) with congenital upper limb difference. The study combined observational assessments of functional activities with parent-report questionnaires focusing on daily activities. They found that children were able to use their prostheses in 68% of activities but chose to use them in only 30%. Furthermore, whilst the prosthesis was rated by only 37.5% to be useful for general use, when specific activities were considered (such as using scissors or riding a bicycle) the usefulness of the prosthesis rose to 75%. They concluded from this that children may wish to use prostheses for specific activities, rather than for general daily activities, and that prosthesis prescription should take this into consideration. 4. James et al (2006) examined prosthesis use in 489 children and adolescents (aged 2-20 years old) attending the Shriners Hospital in California, USA. They used five standardised tests to explore a range of factors related to prosthesis use. Some of the tests were administered to the children and others to their parents. They found that prosthesis use did not influence functional ability and that non-wearers of upper limb prostheses performed just as well, or even better than their prosthesis-wearing peers. These findings may suggest that although prostheses may not improve function, they may serve other purposes for children and young people, such as promoting social acceptance and for use as a tool for specific activities. 5. Crandall & Tomhave (2002) used questionnaires to explore prosthesis use in 34 paediatric unilateral below elbow amputees (aged from 6 to 21 years old), attending the Shriners Hospital in Minneapolis, USA. They found that 44% of participants used a passive device, 41% used a body-powered prosthesis and 41% used multiple devices. The authors concluded that children may choose to use different devices depending on the intended use, and that they should, therefore, be offered a range of prosthetic options to enable them to carry out daily activities to their optimum potential. Children’s satisfaction with prostheses S"
Myoelectric and Microprocessor-Enabled Prostheses,CDA-AMC,https://canjhealthtechnol.ca/index.php/cjht/article/download/1246/RC1581,,2025,"What Is the Issue? 
 
Advanced prostheses offer people living with upper-limb or lower-limb amputations the potential for more complex movement compared to conventional or body-powered devices. However, advanced prostheses are expensive, require more training, and can require more maintenance than body-powered devices. 
A review of the literature can inform health care decision-making regarding these devices by summarizing their clinical benefits and cost-effectiveness compared to body-powered devices. 
 
What Did We Do? 
 
To inform decisions regarding advanced prostheses for amputations, we conducted a Rapid Review to summarize evidence that compared the clinical effectiveness and cost-effectiveness of myoelectric and microprocessor-enabled prostheses to conventional or body-powered prostheses. We also sought to identify evidence-based guidelines regarding the use of myoelectric prostheses and microprocessor-enabled prostheses for this patient population. 
We searched key resources, including journal citation databases, and conducted a focused internet search for relevant evidence published since January 1, 2015. 
 
What Did We Find? 
 
We found a total of 9 publications relevant for this review. 
Three cross-sectional studies evaluated the clinical effectiveness of myoelectric prostheses compared to body-powered prostheses. The findings suggested that myoelectric prostheses do not provide additional clinical benefits in physical function, quality of life, or satisfaction when compared to body-powered prostheses for adults with upper-limb amputations. However, the studies had limited internal and external validity, and they were likely underpowered. The study populations consisted mostly of white, male veterans in the US, with potential overlap between some of the identified studies. 
Two systematic reviews evaluated the clinical effectiveness of microprocessor-enabled prostheses (i.e., microprocessor knees) compared to body-powered prostheses. The findings suggested that, for above-the-knee amputations, microprocessor knees provide better or no additional clinical benefits in safety, physical function or mobility, quality of life, and satisfaction versus body-powered prostheses. However, there are many outcome measures used to assess safety and function across the literature, and results conflict depending on the measure used. Manufacturers were also involved in the conduct of 1 systematic review, while the other systematic review reported manufacturer involvement in the included studies. 
We did not identify any studies on the cost-effectiveness of myoelectric prostheses compared to body-powered prostheses for upper-limb amputations. 
One systematic review evaluated the cost-effectiveness of microprocessor-enabled prostheses (i.e., microprocessor knees). It concluded that microprocessor knees are cost-effective compared to nonmicroprocessor knees. However, the findings may not be generalizable to health systems in Canada, and there is considerable heterogeneity in willingness-to-pay thresholds and considered costs across the literature. 
One guideline on upper-limb amputation recommends body-powered prostheses or externally-powered prostheses (including myoelectric prostheses) to improve independence and reduce disability for people with upper-limb amputation (a weak recommendation based on very low certainty of evidence). It did not identify evidence to recommend 1 type over another. 
Two evidence-based guidelines recommend microprocessor knees based on evidence suggesting that they reduce falls, optimize function and mobility, enhance quality of life, and improve satisfaction. However, 1 guideline deemed the supporting evidence to be of very low quality and the recommendation to be weak, while the other guideline lacked a risk of bias assessment. The former guideline also recommends energy storing and return or microprocessor foot and ankle components over solid-ankle, cushioned-heel feet to improve ambulation and patient satisfaction (a weak recommendation based on very low-quality evidence). 
 
What Does This Mean? 
 
Microprocessor-enabled prostheses, specifically those with microprocessor knees, may provide more or no additional clinical benefits and may be more cost-effective than conventional prostheses for adults with above-the-knee amputations. However, the literature was assessed to be of low quality, with considerable heterogeneity in outcomes. It is unclear how generalizable these findings are to health systems in Canada. 
Limited and low-quality evidence suggests that myoelectric prostheses and body-powered prostheses do not provide additional clinical benefits. Additionally, the comparative cost-effectiveness of these devices remains unclear. 
Evidence-based guidelines underscore the importance of patient-centred care and shared decision-making for people living with an amputation. Clinicians may wish to account for patient factors — such as their activity levels and needs, preferences, and access to rehabilitation services — when prescribing a prosthesis. 
Previous research has identified disproportionately higher rates of lower-limb amputations in remote areas, in neighbourhoods of low social capital or low socioeconomic status, and among Indigenous Peoples living in Canada, due to unmet health care needs. However, inadequate reporting of population characteristics in the included studies limited the ability to make conclusions about the applicability of findings for people with an amputation in these underserved populations. 
"
Advancements of Upper Limb Prostheses can Improve Patient Quality of Life: A Technology Review,"Anthony B. Makwanda, Anne O. Ikhile",https://urncst.com/index.php/urncst/article/download/519/309,,2023,"Introduction: Based on the evolution of hand prosthetics, many original shortcomings have been addressed and further rectified. Some common past limitations include limited degrees of freedom, strained motion control/fine movements, the weight of the design, and lack of ability to do thumb-index pinch. Henceforth, this review highlights and assesses the effects of hand- prosthetics advancements on the quality of life of patients with/requiring joint replacements. Methods: Relevant literature between 2013 to 2023 was obtained using Web of Science and PubMed. Search terms were “Upper limb prostheses” OR “Body replacement technologies” AND “technology” as well as “Upper limb prostheses” AND “technology” AND “Quality of life” OR “Improvement”. Literature was selected based on applicability to key aspects of the research topic after assessing the results and abstracts. Results: Studies support the theory that over the decade, the ability to accomplish fine motion control with hand-prosthetics has aided in improving patients' quality of life. Overall, advancements to prosthetic design, prosthetic sensors, and waterproofing designs via myoelectricity, insulated and biopotential sensors, as well as waterproofing technologies, were reported to contribute greatly to patients’ quality of life. Discussion: As technological advances aid in improved dexterity and motility, recently advanced prosthetics help promote independence and confidence, and in some cases, decrease the cost of living for some patients. Myoelectric prostheses, flexible insulated sensors, capacitive biopotential sensors, and waterproofing technologies, have shown trends in increased dexterity, patient comfort and flexibility, as well as increased degrees of freedom of movement. The most notable limitations to these advancements were limited accessibility, comfort challenges, and lack of large-scale patient assessment. Hence, future advancements in further research and patient testing of these technologies were suggested. Conclusion: This review will be deemed as supporting material for healthcare providers and policy makers while making decisions on the allocation of resources to ensure that patients from all demographics can acquire accessible technologies, improving their qualities of life. In addition, the advancements of hand prosthetic technologies from mechanics and robotics research can provide implications for the next-generation technologies with the determination to improve patients’ life."
Prosthetic Myoelectric Control Strategies: A Clinical Perspective,"Aidan D. Roche, Hubertus Rehbaum, D. Farina, O. Aszmann",https://link.springer.com/content/pdf/10.1007/s40137-013-0044-8.pdf,,2014,"Control algorithms for upper limb myoelectric prostheses have been in development since the mid-1940s. Despite advances in computing power and in the performance of these algorithms, clinically available prostheses are still based on the earliest control strategies. The aim of this review paper is to detail the development, advantages and disadvantages of prosthetic control systems and to highlight areas that are current barriers for the transition from laboratory to clinical practice. Current surgical strategies and future research directions to achieve multifunctional control will also be discussed. The findings from this review suggest that regression algorithms may offer an alternative feed-forward approach to direct and pattern recognition control, while virtual rehabilitation environments and tactile feedback could improve the overall prosthetic control."
Upper Limb Prostheses by the Level of Amputation: A Systematic Review,"Diego Segura, Enzo Romero, Victoria E. Abarca, Dante A. Elías",https://www.mdpi.com/2673-1592/6/2/22/pdf?version=1710818539,,2024,"This review article aims to provide an updated and comprehensive overview of the latest trends in adult upper limb prostheses, specifically targeting various amputation levels such as transradial, transmetacarpal, transcarpal, and transhumeral. A systematic search was conducted across multiple databases, including IEEE Xplore, MDPI, Scopus, Frontiers, and Espacenet, covering from 2018 to 2023. After applying exclusion criteria, 49 scientific articles (33 patents and 16 commercial prostheses) were meticulously selected for review. The article offers an in-depth analysis of several critical aspects of upper limb prostheses. It discusses the evolution and current state of input control mechanisms, the number of degrees of freedom, and the variety of grips available in prostheses, all tailored according to the level of amputation. Additionally, the review delves into the selection of materials used in developing these prostheses and examines the progression of technology readiness levels. A significant focus is also placed on the evolution of prosthesis weight over the years for different amputation levels. Moreover, the review identifies and explores critical technological challenges and prospects in upper limb prostheses. Finally, the article culminates with a conclusion that encapsulates the key findings and insights on the advancements and ongoing developments in this field."
Demystifying upper limb hybrid prostheses—a scoping review,"Sam Walters, Elena Seminati, Benjamin Metcalfe, Nicola Y. Bailey, Elise Catherine Pegg",https://www.semanticscholar.org/paper/d659aff9bb182a3c92377571973e6e077a3b1838,,2025,"Introduction
Hybrid-power is a prosthesis class that combines body-power and external-power into a singular embodiment. The class is rarely discussed in literature and is ill-defined, with the term ""hybrid"" being used to describe a broad range of upper-limb prostheses. This is despite the increased use of hybrid-power prostheses in clinical practice for treating people with above-elbow amputations; there is also little literature assessing their performance relative to the functional benchmarks of body-power or external-power prostheses. This scoping review aims to identify the various subcategories of hybrid prosthesis that exist, with an explicit focus on hybrid-power devices, and to report on the designs and use-cases of hybrid-power devices presented in clinical and research contexts. Where possible, comparisons are made between the performance of hybrid-power devices and other active prostheses.

Methodology
This study follows PRISMA 2020 systematic review reporting guidelines to identify, sort, and select relevant literature from databases. Searches were conducted on three research databases (Scopus, Web of Science, PubMed) and two patent databases (eSpacenet, Derwent Innovations Index) to identify relevant sources on the topic of hybrid-powered prostheses. 142 unique research papers were identified from the three identified research databases, which were screened by title and abstract and further filtered following a full text review, leaving 13 relevant studies and 2 patents which underwent full-text screenings by the lead-author.

Results
Five prominent categories of ""hybridisation"" were identified: hybrid-power, hybrid-control, hybrid-strategy, hybrid-actuation, and hybrid-feedback. Within the hybrid-power class, two prominent use-cases were identified: increasing active control inputs and reducing the physical effort necessary to operate a prosthesis. Additional use-cases were found within research, including increasing the number of grasps available for a transradial prosthesis, and providing flexible control options in areas with limited resources.

Discussion
Insufficient quantitative evidence was found to draw any conclusions about the performance of hybrid-power prostheses relative to body-power or external-power devices. Further research should be conducted into the testing of conventional hybrid-power devices using standard clinical means, to establish a meaningful benchmark performance that future developments in research can draw from.

© 2025 Walters, Seminati, Metcalfe, Bailey and Pegg.

"
